time idA idB label
0 3 0 2
80 16 3 0
84 37 3 0
103 36 3 0
113 9 3 0
142 20 3 0
151 15 3 0
191 29 3 0
235 19 3 2
279 27 3 3
294 4 3 0
310 17 3 0
354 6 3 3
397 22 3 1
420 30 3 3
488 1 3 1
510 26 3 0
664 21 3 0
672 25 3 0
776 34 3 3
813 2 3 0
937 23 3 0
952 13 3 2
987 10 3 0
1040 14 3 3
1046 32 3 0
1098 32 3 0
1127 12 3 0
1130 11 3 1
1147 11 3 0
1329 31 3 3
1330 35 3 2
1364 8 3 0
1388 7 3 3
1488 18 3 2
1530 38 3 1
1592 24 3 3
2071 5 3 0
2110 39 3 3
2354 39 3 0
1170 32 19 0
1538 19 32 0
711 21 21 0
1685 33 25 0
2372 28 32 0
