 time idA idB label
0 0 21 0 1
1 112 6 21 0
2 142 24 21 0
3 157 14 21 3
4 157 23 21 3
5 185 7 21 0
6 195 5 21 0
7 208 7 21 3
8 211 2 21 3
9 235 19 21 3
10 279 10 21 3
11 334 3 21 3
12 334 25 21 0
13 401 8 21 3
14 412 26 21 0
15 982 15 6 0
16 4045 21 6 3
17 2871 18 24 3
18 2493 13 14 0
19 4051 21 14 0
20 2227 4 23 0
21 4059 21 23 0
22 799 12 5 3
23 2648 5 12 1
24 3076 12 5 0
25 3327 5 12 0
26 3537 5 12 2
27 3560 12 5 0
28 3690 4 5 0
29 3811 12 4 0
30 3644 12 5 0
31 290 16 7 0
32 354 7 16 0
33 399 16 7 0
34 470 7 16 0
35 1132 17 16 0
36 560 16 7 0
37 593 16 16 1
38 1822 16 17 0
39 1905 17 16 0
40 2272 16 17 0
41 2342 17 16 0
42 2485 16 17 2
43 2762 17 16 0
44 2852 16 17 0
45 2894 16 16 0
46 3012 16 16 0
47 3045 17 16 0
48 3109 17 16 0
49 3225 17 16 0
50 962 11 2 0
51 2829 2 11 0
52 1111 22 19 0
53 2368 1 19 0
54 1465 20 10 1
55 1759 10 20 0
56 404 25 25 3
57 442 9 25 0
58 513 25 9 0
59 1519 20 8 0
60 1660 8 20 0
