 time idA idB label
0 0 11 0 1
1 30143 9 11 0
2 30165 103 11 0
3 30728 78 11 0
4 30798 68 11 0
5 30835 8 11 3
6 30980 28 11 0
7 31639 53 11 0
8 31857 64 11 0
9 31988 65 11 0
10 32048 70 11 2
11 32049 82 11 0
12 32191 106 11 2
13 32203 109 11 1
14 32494 46 11 2
15 32591 30 11 3
16 32877 83 11 0
17 33256 23 11 0
18 33487 21 11 0
19 33563 118 11 0
20 34133 135 11 2
21 34329 125 11 0
22 34588 35 11 0
23 35016 59 11 0
24 35274 33 11 0
25 35491 14 11 2
26 35606 31 11 0
27 35828 52 11 0
28 36426 133 11 2
29 36886 100 11 2
30 37173 42 11 0
31 37367 39 11 0
32 37611 88 11 0
33 37632 111 11 0
34 37637 94 11 0
35 38298 124 11 2
36 38683 122 11 0
37 38875 22 11 0
38 39025 71 11 0
39 39325 90 11 0
40 39571 45 11 2
41 39644 49 11 0
42 39679 92 11 0
43 40126 79 11 0
44 40323 117 11 3
45 40396 98 11 0
46 40547 4 11 0
47 41591 76 11 0
48 41602 76 11 2
49 41968 41 11 2
50 41999 112 11 0
51 42089 93 11 0
52 42161 16 11 0
53 42328 130 11 0
54 42433 50 11 2
55 42528 120 11 2
56 42570 24 11 2
57 43172 134 11 0
58 43494 110 11 2
59 43535 15 11 0
60 44461 104 11 3
61 44607 113 11 0
62 44843 101 11 0
63 45082 80 11 0
64 45270 123 11 2
65 46404 34 11 0
66 46545 18 11 3
67 46638 2 11 2
68 47678 63 11 0
69 48268 17 11 0
70 48309 107 11 0
71 48639 132 11 0
72 48666 128 11 2
73 49441 119 11 0
74 49500 127 11 2
75 49630 67 11 1
76 49741 105 11 0
77 50135 114 11 0
78 51574 87 11 0
79 52006 62 11 0
80 52894 91 11 0
81 53960 48 11 0
82 54295 116 11 0
83 55055 38 11 3
84 56414 3 11 3
85 56630 102 11 0
86 57234 97 11 0
87 58848 77 11 0
88 59267 75 11 2
89 59830 54 11 0
90 62383 36 11 2
91 62436 55 11 0
92 62886 40 11 0
93 63168 72 11 0
94 64769 66 11 2
95 65386 58 11 0
96 66247 89 11 2
97 67535 10 11 2
98 68061 44 11 0
99 68114 96 11 0
100 70552 131 11 0
101 71167 131 11 0
102 71619 37 11 0
103 71826 108 11 2
104 72538 74 11 2
105 74977 115 11 2
106 76102 69 11 0
107 76458 43 11 3
108 77002 99 11 0
109 84853 12 11 1
110 88107 56 11 0
111 97567 73 11 0
112 102904 95 11 0
113 104925 85 11 0
114 106569 26 11 0
115 107756 126 11 0
116 122186 5 11 0
117 138649 86 11 2
118 140874 60 11 3
119 160821 61 11 0
120 185186 129 11 3
121 190773 6 11 0
122 201215 29 11 0
123 207665 121 11 0
124 210429 47 11 0
125 245610 25 11 0
126 319735 51 11 0
127 392499 81 11 0
128 404127 84 11 0
129 441300 13 11 0
130 498381 136 11 2
131 542030 1 11 0
132 554940 137 11 0
133 1776838 57 11 2
134 30560 20 9 0
135 30931 9 20 0
136 31066 20 9 0
137 31203 9 20 0
138 32038 20 9 0
139 31673 32 53 0
140 31965 19 53 0
141 32534 32 19 0
142 32848 53 32 0
143 32914 32 53 0
144 32946 32 32 0
145 32060 27 65 0
146 116936 7 4 0
147 120499 4 7 0
148 121126 7 4 0
149 130159 4 7 0
150 130692 7 4 0
151 88130 56 56 0
