 time idA idB label
0 0 3 0 1
1 75 27 3 0
2 163 22 3 1
3 206 2 3 0
4 233 38 3 1
5 257 11 3 0
6 288 1 3 1
7 299 23 3 0
8 337 34 3 0
9 360 19 3 0
10 396 6 3 0
11 411 4 3 0
12 746 8 3 3
13 759 31 3 0
14 840 29 3 0
15 875 36 3 0
16 921 29 3 0
17 1047 13 3 0
18 1049 21 3 1
19 1067 24 3 1
20 1094 18 3 0
21 1668 39 3 0
22 1779 15 3 0
23 2025 33 3 0
24 2480 32 3 0
25 2900 30 3 0
26 2916 30 3 0
27 3042 12 3 0
28 3889 40 3 0
29 7152 9 3 0
30 7178 7 3 2
31 7481 5 3 0
32 8053 28 3 0
33 8264 20 3 0
34 8356 16 3 0
35 9189 25 3 0
36 363 6 38 0
37 8396 37 38 0
38 401 11 11 0
39 8013 26 11 0
40 8777 35 11 0
41 526 6 23 0
42 3715 14 23 0
43 3818 10 23 0
44 3863 10 10 0
45 1449 17 29 0
