 time idA idB label
0 0 10 0 1
1 30143 8 10 0
2 30165 96 10 0
3 30728 73 10 0
4 30798 63 10 0
5 30835 7 10 3
6 30980 25 10 0
7 31639 49 10 0
8 31857 59 10 0
9 31988 60 10 0
10 32048 65 10 2
11 32049 76 10 0
12 32191 99 10 2
13 32203 102 10 1
14 32494 43 10 2
15 32591 27 10 3
16 32877 77 10 0
17 33256 21 10 0
18 33487 19 10 0
19 33563 111 10 0
20 34133 128 10 2
21 34329 118 10 0
22 34588 32 10 0
23 35016 54 10 0
24 35274 30 10 0
25 35491 12 10 2
26 35606 28 10 0
27 35828 48 10 0
28 36426 126 10 2
29 36886 93 10 2
30 37173 39 10 0
31 37367 36 10 0
32 37611 81 10 0
33 37632 104 10 0
34 37637 87 10 0
35 38298 117 10 2
36 38683 115 10 0
37 38875 20 10 0
38 39025 66 10 0
39 39325 83 10 0
40 39571 42 10 2
41 39644 46 10 0
42 39679 85 10 0
43 40126 74 10 0
44 40323 110 10 3
45 40396 91 10 0
46 40547 3 10 0
47 41591 71 10 0
48 41602 71 10 2
49 41968 38 10 2
50 41999 105 10 0
51 42089 86 10 0
52 42161 14 10 0
53 42328 123 10 0
54 42433 47 10 2
55 42528 113 10 2
56 42570 22 10 2
57 43172 127 10 0
58 43494 103 10 2
59 43535 13 10 0
60 44461 97 10 3
61 44607 106 10 0
62 44843 94 10 0
63 45082 75 10 0
64 45270 116 10 2
65 46404 31 10 0
66 46545 16 10 3
67 46638 1 10 2
68 47678 58 10 0
69 48268 15 10 0
70 48309 100 10 0
71 48639 125 10 0
72 48666 121 10 2
73 49441 112 10 0
74 49500 120 10 2
75 49630 62 10 1
76 49741 98 10 0
77 50135 107 10 0
78 51574 80 10 0
79 52006 57 10 0
80 52894 84 10 0
81 53960 45 10 0
82 54295 109 10 0
83 55055 35 10 3
84 56414 2 10 3
85 56630 95 10 0
86 57234 90 10 0
87 58848 72 10 0
88 59267 70 10 2
89 59830 50 10 0
90 62383 33 10 2
91 62436 51 10 0
92 62886 37 10 0
93 63168 67 10 0
94 64769 61 10 2
95 65386 53 10 0
96 66247 82 10 2
97 67535 9 10 2
98 68061 41 10 0
99 68114 89 10 0
100 70552 124 10 0
101 71167 124 10 0
102 71619 34 10 0
103 71826 101 10 2
104 72538 69 10 2
105 74977 108 10 2
106 76102 64 10 0
107 76458 40 10 3
108 77002 92 10 0
109 84853 11 10 1
110 88107 52 10 0
111 97567 68 10 0
112 102904 88 10 0
113 104925 78 10 0
114 106569 23 10 0
115 107756 119 10 0
116 122186 4 10 0
117 138649 79 10 2
118 140874 55 10 3
119 160821 56 10 0
120 185186 122 10 3
121 190773 5 10 0
122 201215 26 10 0
123 207665 114 10 0
124 210429 44 10 0
125 30560 18 8 0
126 30931 8 18 0
127 31066 18 8 0
128 31203 8 18 0
129 32038 18 8 0
130 31673 29 49 0
131 31965 17 49 0
132 32534 29 17 0
133 32848 49 29 0
134 32914 29 49 0
135 32946 29 29 0
136 32060 24 60 0
137 116936 6 3 0
138 120499 3 6 0
139 121126 6 3 0
140 130159 3 6 0
141 130692 6 3 0
142 88130 52 52 0
